HS Code,Commodity,Value,Date,Growth
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.00,2018-01-01,-99.87
17,SUGARS AND SUGAR CONFECTIONERY.,2.46,2018-01-01,-95.44
18,COCOA AND COCOA PREPARATIONS.,2.70,2018-01-01,233.98
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.40,2018-01-01,-10.74
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",2.23,2018-01-01,21.13
21,MISCELLANEOUS EDIBLE PREPARATIONS.,9.72,2018-01-01,129.48
22,"BEVERAGES, SPIRITS AND VINEGAR.",2.77,2018-01-01,10.28
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,22.16,2018-01-01,-34.42
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,7.82,2018-01-01,-24.93
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",10.64,2018-01-01,6.50
26,"ORES, SLAG AND ASH.",0.64,2018-01-01,"1,902.80"
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",695.73,2018-01-01,36.92
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",16.16,2018-01-01,-34.05
29,ORGANIC CHEMICALS,132.42,2018-01-01,-1.32
30,PHARMACEUTICAL PRODUCTS,61.76,2018-01-01,4.13
31,FERTILISERS.,2.08,2018-01-01,14.66
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",34.61,2018-01-01,23.43
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",13.77,2018-01-01,-8.09
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",4.94,2018-01-01,19.39
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,3.47,2018-01-01,111.92
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2.34,2018-01-01,61.67
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.08,2018-01-01,-41.32
38,MISCELLANEOUS CHEMICAL PRODUCTS.,36.60,2018-01-01,18.89
39,PLASTIC AND ARTICLES THEREOF.,39.77,2018-01-01,42.12
40,RUBBER AND ARTICLES THEREOF.,22.62,2018-01-01,-0.12
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,12.29,2018-01-01,4.36
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.81,2018-01-01,-46.30
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.00,2018-01-01,-87.26
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.35,2018-01-01,-38.85
45,CORK AND ARTICLES OF CORK.,0.02,2018-01-01,33.77
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,2018-01-01,115.38
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,,2018-01-01,
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",12.47,2018-01-01,41.21
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",1.90,2018-01-01,9.06
50,SILK,0.67,2018-01-01,157.61
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",1.19,2018-01-01,-10.07
52,COTTON.,111.38,2018-01-01,77.92
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.86,2018-01-01,-3.74
54,MAN-MADE FILAMENTS.,14.52,2018-01-01,-0.33
55,MAN-MADE STAPLE FIBRES.,11.67,2018-01-01,26.45
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2.52,2018-01-01,32.50
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.78,2018-01-01,-68.43
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.65,2018-01-01,-0.28
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.67,2018-01-01,-28.42
60,KNITTED OR CROCHETED FABRICS.,0.65,2018-01-01,-25.10
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",3.58,2018-01-01,-55.30
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",10.38,2018-01-01,-8.15
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,4.69,2018-01-01,2.67
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",3.26,2018-01-01,-12.17
65,HEADGEAR AND PARTS THEREOF.,0.05,2018-01-01,-58.54
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.00,2018-01-01,-50.00
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.94,2018-01-01,18.87
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",11.02,2018-01-01,27.32
69,CERAMIC PRODUCTS.,3.41,2018-01-01,49.94
70,GLASS AND GLASSWARE.,1.31,2018-01-01,-31.78
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",137.99,2018-01-01,11.72
72,IRON AND STEEL,135.71,2018-01-01,-25.25
73,ARTICLES OF IRON OR STEEL,23.45,2018-01-01,-30.97
74,COPPER AND ARTICLES THEREOF.,4.77,2018-01-01,-81.08
75,NICKEL AND ARTICLES THEREOF.,0.21,2018-01-01,-15.15
76,ALUMINIUM AND ARTICLES THEREOF.,96.66,2018-01-01,589.88
78,LEAD AND ARTICLES THEREOF.,4.58,2018-01-01,7.38
79,ZINC AND ARTICLES THEREOF.,19.10,2018-01-01,-26.33
80,TIN AND ARTICLES THEREOF.,0.01,2018-01-01,928.57
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.14,2018-01-01,55.62
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",3.74,2018-01-01,-5.15
83,MISCELLANEOUS ARTICLES OF BASE METAL.,3.44,2018-01-01,2.79
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",163.45,2018-01-01,-16.18
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",66.85,2018-01-01,-3.93
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",10.84,2018-01-01,"1,944.33"
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",125.36,2018-01-01,34.29
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",25.55,2018-01-01,17.73
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",168.88,2018-01-01,-79.32
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",28.15,2018-01-01,-11.21
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.65,2018-01-01,-8.40
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.11,2018-01-01,"1,380.00"
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.09,2018-01-01,-43.48
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2.31,2018-01-01,48.09
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.55,2018-01-01,54.82
96,MISCELLANEOUS MANUFACTURED ARTICLES.,4.75,2018-01-01,25.16
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.58,2018-01-01,118.36
98,PROJECT GOODS; SOME SPECIAL USES.,0.19,2018-01-01,289.09
99,MISCELLANEOUS GOODS.,0.02,2018-01-01,-99.78
01,LIVE ANIMALS.,,2018-02-01,
02,MEAT AND EDIBLE MEAT OFFAL.,151.45,2018-02-01,-42.61
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",105.53,2018-02-01,9.85
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",2.48,2018-02-01,17.64
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",5.91,2018-02-01,91.94
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.78,2018-02-01,3.86
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,10.72,2018-02-01,-8.93
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,4.21,2018-02-01,-11.09
09,"COFFEE, TEA, MATE AND SPICES.",67.12,2018-02-01,-10.38
10,CEREALS.,18.48,2018-02-01,52.66
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,3.37,2018-02-01,71.82
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",34.39,2018-02-01,-45.62
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.25,2018-02-01,102.58
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.16,2018-02-01,-10.64
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,5.82,2018-02-01,-3.05
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.00,2018-02-01,-99.87
17,SUGARS AND SUGAR CONFECTIONERY.,2.46,2018-02-01,-95.44
18,COCOA AND COCOA PREPARATIONS.,2.70,2018-02-01,233.98
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.40,2018-02-01,-10.74
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",2.23,2018-02-01,21.13
21,MISCELLANEOUS EDIBLE PREPARATIONS.,9.72,2018-02-01,129.48
22,"BEVERAGES, SPIRITS AND VINEGAR.",2.77,2018-02-01,10.28
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,22.16,2018-02-01,-34.42
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,7.82,2018-02-01,-24.93
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",10.64,2018-02-01,6.50
26,"ORES, SLAG AND ASH.",0.64,2018-02-01,"1,902.80"
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",695.73,2018-02-01,36.92
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",16.16,2018-02-01,-34.05
29,ORGANIC CHEMICALS,132.42,2018-02-01,-1.32
30,PHARMACEUTICAL PRODUCTS,61.76,2018-02-01,4.13
31,FERTILISERS.,2.08,2018-02-01,14.66
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",34.61,2018-02-01,23.43
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",13.77,2018-02-01,-8.09
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",4.94,2018-02-01,19.39
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,3.47,2018-02-01,111.92
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2.34,2018-02-01,61.67
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.08,2018-02-01,-41.32
38,MISCELLANEOUS CHEMICAL PRODUCTS.,36.60,2018-02-01,18.89
39,PLASTIC AND ARTICLES THEREOF.,39.77,2018-02-01,42.12
40,RUBBER AND ARTICLES THEREOF.,22.62,2018-02-01,-0.12
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,12.29,2018-02-01,4.36
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.81,2018-02-01,-46.30
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.00,2018-02-01,-87.26
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.35,2018-02-01,-38.85
45,CORK AND ARTICLES OF CORK.,0.02,2018-02-01,33.77
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,2018-02-01,115.38
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,,2018-02-01,
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",12.47,2018-02-01,41.21
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",1.90,2018-02-01,9.06
50,SILK,0.67,2018-02-01,157.61
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",1.19,2018-02-01,-10.07
52,COTTON.,111.38,2018-02-01,77.92
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.86,2018-02-01,-3.74
54,MAN-MADE FILAMENTS.,14.52,2018-02-01,-0.33
55,MAN-MADE STAPLE FIBRES.,11.67,2018-02-01,26.45
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2.52,2018-02-01,32.50
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.78,2018-02-01,-68.43
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.65,2018-02-01,-0.28
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.67,2018-02-01,-28.42
60,KNITTED OR CROCHETED FABRICS.,0.65,2018-02-01,-25.10
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",3.58,2018-02-01,-55.30
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",10.38,2018-02-01,-8.15
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,4.69,2018-02-01,2.67
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",3.26,2018-02-01,-12.17
65,HEADGEAR AND PARTS THEREOF.,0.05,2018-02-01,-58.54
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.00,2018-02-01,-50.00
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.94,2018-02-01,18.87
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",11.02,2018-02-01,27.32
69,CERAMIC PRODUCTS.,3.41,2018-02-01,49.94
70,GLASS AND GLASSWARE.,1.31,2018-02-01,-31.78
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",137.99,2018-02-01,11.72
72,IRON AND STEEL,135.71,2018-02-01,-25.25
73,ARTICLES OF IRON OR STEEL,23.45,2018-02-01,-30.97
74,COPPER AND ARTICLES THEREOF.,4.77,2018-02-01,-81.08
75,NICKEL AND ARTICLES THEREOF.,0.21,2018-02-01,-15.15
76,ALUMINIUM AND ARTICLES THEREOF.,96.66,2018-02-01,589.88
78,LEAD AND ARTICLES THEREOF.,4.58,2018-02-01,7.38
79,ZINC AND ARTICLES THEREOF.,19.10,2018-02-01,-26.33
80,TIN AND ARTICLES THEREOF.,0.01,2018-02-01,928.57
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.14,2018-02-01,55.62
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",3.74,2018-02-01,-5.15
83,MISCELLANEOUS ARTICLES OF BASE METAL.,3.44,2018-02-01,2.79
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",163.45,2018-02-01,-16.18
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",66.85,2018-02-01,-3.93
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",10.84,2018-02-01,"1,944.33"
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",125.36,2018-02-01,34.29
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",25.55,2018-02-01,17.73
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",168.88,2018-02-01,-79.32
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",28.15,2018-02-01,-11.21
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.65,2018-02-01,-8.40
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.11,2018-02-01,"1,380.00"
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.09,2018-02-01,-43.48
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2.31,2018-02-01,48.09
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.55,2018-02-01,54.82
96,MISCELLANEOUS MANUFACTURED ARTICLES.,4.75,2018-02-01,25.16
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.58,2018-02-01,118.36
98,PROJECT GOODS; SOME SPECIAL USES.,0.19,2018-02-01,289.09
99,MISCELLANEOUS GOODS.,0.02,2018-02-01,-99.78
01,LIVE ANIMALS.,,2018-03-01,
02,MEAT AND EDIBLE MEAT OFFAL.,151.45,2018-03-01,-42.61
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",105.53,2018-03-01,9.85
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",2.48,2018-03-01,17.64
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",5.91,2018-03-01,91.94
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.78,2018-03-01,3.86
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,10.72,2018-03-01,-8.93
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,4.21,2018-03-01,-11.09
09,"COFFEE, TEA, MATE AND SPICES.",67.12,2018-03-01,-10.38
10,CEREALS.,18.48,2018-03-01,52.66
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,3.37,2018-03-01,71.82
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",34.39,2018-03-01,-45.62
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.25,2018-03-01,102.58
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.16,2018-03-01,-10.64
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,5.82,2018-03-01,-3.05
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.00,2018-03-01,-99.87
17,SUGARS AND SUGAR CONFECTIONERY.,2.46,2018-03-01,-95.44
18,COCOA AND COCOA PREPARATIONS.,2.70,2018-03-01,233.98
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.40,2018-03-01,-10.74
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",2.23,2018-03-01,21.13
21,MISCELLANEOUS EDIBLE PREPARATIONS.,9.72,2018-03-01,129.48
22,"BEVERAGES, SPIRITS AND VINEGAR.",2.77,2018-03-01,10.28
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,22.16,2018-03-01,-34.42
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,7.82,2018-03-01,-24.93
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",10.64,2018-03-01,6.50
26,"ORES, SLAG AND ASH.",0.64,2018-03-01,"1,902.80"
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",695.73,2018-03-01,36.92
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",16.16,2018-03-01,-34.05
29,ORGANIC CHEMICALS,132.42,2018-03-01,-1.32
30,PHARMACEUTICAL PRODUCTS,61.76,2018-03-01,4.13
31,FERTILISERS.,2.08,2018-03-01,14.66
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",34.61,2018-03-01,23.43
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",13.77,2018-03-01,-8.09
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",4.94,2018-03-01,19.39
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,3.47,2018-03-01,111.92
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2.34,2018-03-01,61.67
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.08,2018-03-01,-41.32
38,MISCELLANEOUS CHEMICAL PRODUCTS.,36.60,2018-03-01,18.89
39,PLASTIC AND ARTICLES THEREOF.,39.77,2018-03-01,42.12
40,RUBBER AND ARTICLES THEREOF.,22.62,2018-03-01,-0.12
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,12.29,2018-03-01,4.36
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.81,2018-03-01,-46.30
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.00,2018-03-01,-87.26
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.35,2018-03-01,-38.85
45,CORK AND ARTICLES OF CORK.,0.02,2018-03-01,33.77
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,2018-03-01,115.38
